,NAME,ADDRESS,CITY,STATE,PHONE_NUMBER
2702,Subway #1479,7494 Creedmoor RD,RALEIGH,NC,19198468161.0
2703,Hope Community Church,821 Buck Jones RD,RALEIGH,NC,19195320620.0
2704,SUBWAY #37788,4137 DAVIS DR,MORRISVILLE,NC,19194819515.0
2705,China O,222-117 GLENWOOD AVE,RALEIGH,NC,19199774329.0
2706,PRONTO PASTA,404-171 E SIX FORKS RD,RALEIGH,NC,111111111111111.0
2707,PETER WANG'S SZECHUAN & BUFFET,1207 KILDAIRE FARM  RD,CARY,NC,19194606288.0
2708,CAROLINA BARBECUE,733 W 70 HWY,GARNER,NC,19197330222.0
2709,TASU ASIAN BISTRO,2007 WALNUT ST,CARY,NC,19198967289.0
2710,SUBWAY #35970,4500 FAYETTEVILLE RD,RALEIGH,NC,19197731993.0
2711,Solomon's ,7339 Six Forks RD,RALEIGH,NC,111111111111111.0
2712,QUIZNOS,1 EXCHANGE PLAZA,RALEIGH,NC,19198360034.0
2713,D & S CAFETERIA,1177 BUCK JONES RD,RALEIGH,NC,19194628404.0
2714,Crazy Fire Mongolian Grill,1270 BUCK JONES RD,RALEIGH,NC,19194812222.0
2715,GERMAN GRILLE,243  GRANDE HEIGHTS DR,CARY,NC,19194628208.0
2716,Empress Room,403 Glenwood AVE,RALEIGH,NC,111111111111111.0
2717,JASON'S PIZZA,726 N MAIN ST,FUQUAY VARINA,NC,111111111111111.0
2718,JOULE COFFEE,223 S WILMINGTON ST,RALEIGH,NC,
2719,SPRING ROLLS,4361 LASSITER AT NORTH HILLS AVE,RALEIGH,NC,19197838180.0
2720,AMANTE GOURMET PIZZA,9545 CHAPEL HILL RD,MORRISVILLE,NC,19193803382.0
2721,PANERA BREAD #1656,8511 COLONNADE CENTER DR,RALEIGH,NC,19198619300.0
2722,MCDONALDS #15717,4121 BLUE RIDGE RD,RALEIGH,NC,19195105255.0
2723,ZOE'S KITCHEN,1017 MARKET CENTER DR,MORRISVILLE,NC,19194693735.0
2724,SHEETZ #480,600 CORPORATE CENTER DR,RALEIGH,NC,19198599577.0
2725,PANERA BREAD #1648,6123 CAPITAL BLVD,RALEIGH,NC,19198651965.0
2726,BUFFALO WILD WINGS #357,1300 VILLAGE MARKET PL,MORRISVILLE,NC,19194697872.0
2727,NETSPORTS,3717 DAVIS DR,MORRISVILLE,NC,19193199910.0
2728,FIG CAFE &amp; WINE BAR,1248 S MAIN ST,WAKE FOREST,NC,19195629463.0
2729,MCDONALDS #28653,1409 N MAIN ST,FUQUAY-VARINA,NC,19195523190.0
2730,SUSHI IWA APEX,2026 CREEKSIDE LANDING DR,APEX,NC,19193877022.0
2731,MCDONALD'S #1044,703 W PEACE ST,RALEIGH,NC,111111111111111.0
2732,SLEEP INN BREAKFAST,12401 WAKE UNION CHURCH RD,WAKE FOREST,NC,19194359250.0
2733,Hedingham Snack Bar,4801 Harbour Towne DR,RALEIGH,NC,19192503030.0
2734,SUBWAY #41211,922 GATEWAY COMMON CIR,WAKE FOREST,NC,19195625700.0
2735,MCDONALDS #35357,1001 FORESTVILLE  RD,WAKE FOREST,NC,19195548094.0
2736,PARK WEST 14 CINEMAS,3400 VILLAGE MARKET PLACE  DR,MORRISVILLE,NC,19196530122.0
2737,TASTE VIETNAMESE CUISINE,152 MORRISVILLE SQUARE WAY,MORRISVILLE,NC,19192346385.0
2738,DUNKIN DONUTS/BASKIN ROBBINS #344346,3570 DAVIS DR,MORRISVILLE,NC,19194694788.0
2739,Brewster's Pub,1885 Lake Pine DR,CARY,NC,19196501270.0
2740,TAZIKI'S,302 COLONADES  WAY,CARY,NC,19194150447.0
2741,Georgina's Pizzeria,3536 Davis DR,MORRISVILLE,NC,19193883820.0
2742,SHEETZ #505,1895  S FRANKLIN ST,WAKE FOREST,NC,19195566221.0
2743,Dean's Kitchen + Bar,1080 DARRINGTON DR,CARY,NC,19194595880.0
2744,ARBYS #6768,1500 E WILLIAMS ST,APEX,NC,19193230295.0
2745,KING CHINESE BUFFET,1025 E BROAD ST,FUQUAY VARINA,NC,111111111111111.0
2746,YUCATAN CANTINA,3107 GRACE PARK  DR,MORRISVILLE,NC,111111111111111.0
2747,ARBY'S #6335,1300 E 5TH AVE,GARNER,NC,19196627749.0
2748,Lazeez Indian Restaurant,1318 S MAIN ST,WAKE FOREST,NC,19194358880.0
2749,CHARLIE'S KABOB GRILL,12235 CAPITAL BLVD,WAKE FOREST,NC,19195540938.0
2750,DAWAT INDIAN RESTAURANT,3735 DAVIS  DR,MORRISVILLE,NC,19199240508.0
2751,LA ROMA PIZZA,1322 FIFTH AVE,GARNER,NC,19196621700.0
2752,MYST,510  GLENWOOD AVE,RALEIGH,NC,111111919720.0
2753,CASALINGA,4538 CAPITAL BLVD,RALEIGH,NC,111111111111111.0
2754,Tarascos Mexican Restaurant,1383 SE Maynard RD,CARY ,NC,111111111111111.0
2755,MCDONALDS #32242,7100 GB ALFORD HWY,HOLLY SPRINGS,NC,19195524071.0
2756,SAN JOSE TACOS AND TEQUILA,7961 SKYLAND RIDGE PKY,RALEIGH,NC,19199571400.0
2757,Papa's Subs and Pizza,511 N Main ST,HOLLY SPRINGS,NC,19195571919.0
2758,TRAVINIA ITALIAN KITCHEN,1301 MARKET CENTER DR,MORRISVILLE,NC,19194671718.0
2759,Wells Fargo Cafe,1100 Corporate Center DR,RALEIGH,NC,19198527720.0
2760,Kiko Japan Express,1018-C Shoppes At Midway DR,KNIGHTDALE,NC,19192173918.0
2761,TILTED KILT,4516 FALLS OF NEUSE RD,RALEIGH,NC,19197908899.0
2762,ROSATI'S PIZZA,3605 DAVIS  DR,MORRISVILLE,NC,19193807000.0
2763,MCDONALDS #32822,7301 SIX FORKS  RD,RALEIGH,NC,19198469903.0
2764,Red Robin #573,11420 Capital  BLVD,WAKE FOREST,NC,19195620276.0
2765,CRAZY FIRE MONGOLIAN GRILL,3611 SPRING FOREST RD,RALEIGH,NC,19198723575.0
2766,ANOTHER BROKEN EGG,1211 MARKET CENTER  DR,MORRISVILLE,NC,19194651079.0
2767,Tamarind India Bistro,5460 Apex Pewy,APEX,NC,111111111111111.0
2768,WAKEFIELD WINE CELLAR,13600 NEW FALLS OF NEUSE  RD,RALEIGH,NC,19195565725.0
2769,VIEW BAR,610 GLENWOOD AVE,RALEIGH,NC,19196151368.0
2770,DUNKIN DONUTS BASKIN ROBBINS #342104,2740 NC HWY 55,CARY,NC,19193034334.0
2771,SONO SUSHI BAR,319 FAYETTEVILLE ST,RALEIGH,NC,19195215328.0
2772,Babymoon Cafe,100 Jerusalem DR,MORRISVILLE,NC,19194659006.0
2773,606,606 Glenwood AVE,RALEIGH,NC,111111111111111.0
2774,CAMOS BROTHERS PIZZA,3450 KILDAIRE FARM RD,CARY,NC,111111111111111.0
2775,B. GOOD,555-110 FAYETTEVILLE ST,RALEIGH,NC,19198033223.0
2776,Caribbean Cafe,2645-D E Millbrook RD,RALEIGH,NC,19198724858.0
2777,CUEVA DE LOBOS,3227 AVENT FERRY  RD,RALEIGH,NC,19198549600.0
2778,FRESHBERRY FROZEN YOGURT CAFE,2526 HILLSBOROUGH ST,RALEIGH,NC,19199777311.0
2779,POOR BOY GENERAL STORE AND GRILL,5804  POOR BOY FARM RD,KNIGHTDALE,NC,19192172500.0
2780,LA BRAZA RESTAURANT,4000 ATLANTIC AVE,RALEIGH,NC,19198728482.0
2781,NYC DELI,2233 AVENT FERRY RD,RALEIGH,NC,111111111111111.0
2782,Cueva de Lobos,3227 AVENT FERRY RD,RALEIGH,NC,19198549600.0
2783,KUMO SUSHI &amp; HIBACHI,2916 N MAIN  ST,FUQUAY-VARINA,NC,19199860983.0
2784,QUIZNO'S #4242,4531  NEW BERN AVE,RALEIGH,NC,19192556096.0
2785,JUMBO CHINA,3111 LELAND DR,RALEIGH,NC,19192662388.0
2786,HOLIDAY INN EXPRESS,1006 MARCO DR,APEX,NC,19193873636.0
2787,BURGER KING #6063,1299 N MAIN ST,FUQUAY VARINA,NC,19195521045.0
2788,Great China,7851 ALEXANDER PROMENADE,RALEIGH,NC,19199752211.0
2789,MURPHY DINING HALL,4600 TRINITY RD,RALEIGH,NC,19195137423.0
2790,MCDONALDS #4311,1001 MORRISVILLE CARPENTER RD,MORRISVILLE,NC,19194607228.0
2791,Jersey Mike's #3091,2345 TIMBER DR,GARNER,NC,19197797827.0
2792,DOMO SUSHI,160 NE MAYNARD  RD,CARY,NC,19194608221.0
2793,ANNA'S PIZZERIA,100 N SALEM ST,APEX,NC,19192676237.0
2794,MANHATTAN CAFE,320 S WILMINGTON ST,RALEIGH,NC,19198336105.0
2795,AJ'S FOOD MART,6204 TEN TEN RD,APEX,NC,19197793900.0
2796,Mia Bistro,1227 Timber  DR E,GARNER,NC,19193296789.0
2797,Triple Barrel Tavern,2221 N Grassland DR,FUQUAY VARINA,NC,19197620940.0
2798,DICKEY'S BARBECUE PIT #600,7841 ALEXANDER PROMENADE,RALEIGH,NC,19199081468.0
2799,DUNKIN' DONUTS PC #347369,8710-100 GLENWOOD AVE,RALEIGH,NC,19197840050.0
2800,PUBLIX #1466 DELI,1020 BRADFORD PLAZA WAY,CARY,NC,19194602082.0
2801,FREDDY'S FROZEN CUSTARD &amp; STEAKBURGERS #3202,1705 HIGH HOUSE ROAD,CARY,NC,19193772677.0
2802,THE MILL,146 S. MAIN STREET,FUQUAY-VARINA,NC,19195572123.0
2803,Hyatt Place,1105 Navaho DR,RALEIGH,NC,19198779997.0
2804,Jubala Coffee,8450-104 HONEYCUTT  RD,RALEIGH,NC,19197588330.0
2805,THE MATTHEWS HOUSE,317 W CHATHAM ST,CARY,NC,19194671944.0
2806,GARDENS AT WAKEFIELD PLANTATION,12800 SPRUCE TREE  WAY,RALEIGH,NC,19195625580.0
2807,MAMA MIA'S PIZZERIA & RESTAURANT,7142 KNIGHTDALE BLVD,KNIGHTDALE,NC,19192175550.0
2808,DUNKIN DONUTS #350706,10030 GREEN LEVEL CHURCH  RD,CARY,NC,19194814477.0
2809,AKARI EXPRESS,2109-118 AVENT FERRY RD,RALEIGH,NC,19192325380.0
2810,KFC/Taco Bell #118,7108  GB Alford HWY,HOLLY SPRINGS,NC,19195573801.0
2811,GOLDEN CORRAL #950,3551 GRENELLE ST,RALEIGH,NC,19197726603.0
2812,MITCHIKIA JAPANESE STEAKHOUSE &amp; SUSHI BAR,1571 US HWY 70 W,GARNER,NC,19196621684.0
2813,ORO RESTAURANT &amp; LOUNGE,18 E MARTIN ST,RALEIGH,NC,19192394010.0
2814,DAIRY DEPOT,3433 ROGERS RD,WAKE FOREST,NC,19194531319.0
2815,BURGER KING #17359,851 VILLAGE WALK DR,HOLLY SPRINGS,NC,19195520650.0
2816,JUMBO CHINA RESTUARANT ,1518 BROAD ST,FUQUAY VARINA,NC,19195777098.0
2817,Starbucks Coffee # 10967,1217 Kildaire Farm RD,CARY,NC,19194651229.0
2818,MEI WEI ASIAN DINER,1424 N MAIN ST,FUQUAY VARINA,NC,19197627128.0
2819,POLLO A LA BRAZA,4614 CAPITAL BLVD,RALEIGH,NC,19197130000.0
2820,BURGER KING #7321,1303 E WILLIAMS ST,APEX,NC,19193628745.0
2821,WEST PARK TAVERN,2734 NC HWY 55,CARY,NC,19193039300.0
2822,DELTA CROWN SKY CLUB,2400 W TERMINAL BLVD,MORRISVILLE,NC,111111919466.0
2823,PARADISE INDIA CUISINE,10255 CHAPEL HILL RD,MORRISVILLE,NC,19194816881.0
2824,World Super Buffet,7256 GB Alford HWY,HOLLY SPRINGS,NC,111111111111111.0
2825,IHOP,1301 KILDAIRE FARM RD,CARY,NC,19194691835.0
2826,Ginza Steakhouse,1077 Darrington  DR,CARY,NC,19194619892.0
2827,Lucky 7,906 NE Maynard RD,CARY,NC,19193807550.0
2828,NO. 1 CHINESE RESTAURANT,3667 SW CARY  PKY,CARY,NC,19194617008.0
2829,La Cocina,100 Macgregor Pines DR,CARY,NC,19194670780.0
2830,TEAM BEVERAGE,6901 LOUISBURG RD,RALEIGH,NC,111111111111111.0
2831,VINOS FINOS Y PICADAS,8450 HONEYCUTT RD,RALEIGH,NC,19197479233.0
2832,PAPA JOHNS #3855,877 E GANNON AVE,ZEBULON,NC,19194215555.0
2833,BANGKOK THAI,13200 NEW FALLS OF NEUSE RD,RALEIGH,NC,19195547561.0
2834,PEACOCK,2250 GATHERING PARK CIRCLE,CARY,NC,19192341387.0
2835,HARD KNOCKS CAFE,3501 SPRING FOREST RD,RALEIGH,NC,19199774992.0
2836,PIZZA HUT #9210,321  N MAIN ST,HOLLY SPRINGS,NC,19193469020.0
2837,Java City @ Campbell Law School,225 HILLSBOROUGH ST,RALEIGH,NC,19198655938.0
2838,Golden Dragon ,2402-A Hillsborough ST,RALEIGH,NC,19198342626.0
2839,AVIATOR BREWING TAP HOUSE,600 E BROAD ST,FUQUAY VARINA,NC,19195528826.0
2840,STARBUCKS #19453,185 GRAND HILL PL,HOLLY SPRINGS,NC,19195573246.0
2841,HARRIS TEETER #395 DELI,1432 BROGDEN WOODS DR,WAKE FOREST,NC,19198704980.0
2842,SUBWAY #11874,411 S Main ST,ROLESVILLE,NC,19195543511.0
2843,Lenovo Bldg #2 Cafeteria,1025 Think Place,MORRISVILLE,NC,19192942694.0
2844,JERSEY MIKES SUBS,280 MEETING ST,RALEIGH,NC,19192330036.0
2845,SAM'S PIZZA &amp; SALADS,4158 MAIN AT NORTH HILLS,RALEIGH,NC,19197889640.0
2846,MCDONALDS #33287,3151  APEX PEAKWAY,APEX,NC,19192902592.0
2847,SPINNERS BAR &amp; GRILL AT FOUR POINTS,1200 CLAREN CIR,MORRISVILLE,NC,19193801221.0
2848,NINA'S RISTORANTE,8801 LEADMINE RD,RALEIGH,NC,19198451122.0
2849,BUSY BEE CAFE,225 S WILMINGTON ST,RALEIGH,NC,19194247817.0
2850,HAWTHORN SUITES BREAKFAST,1020 BUCK JONES RD,RALEIGH,NC,19194684222.0
2851,SUBWAY #948,6325 FALLS OF NEUSE RD,RALEIGH,NC,19198760082.0
2852,WHICH WICH?,4025-130 LAKE BOONE TRL,RALEIGH,NC,19197811101.0
2853,RUDY'S PUB &amp; GRILL,780 W Williams ST,APEX,NC,19193035061.0
2854,THE ATRIUM GRILLE,2501 BLUE RIDGE RD,RALEIGH,NC,19196152121.0
2855,SHEETZ #598,1885 N BROAD ST,FUQUAY-VARINA,NC,19195671333.0
2856,ZAYKA INDIAN CUISINE,10410-103 MONCREIFFE  RD,RALEIGH,NC,19193615370.0
2857,PEPPERS MARKET,2107 GRACE PARK DR,MORRISVILLE,NC,19193807002.0
2858,BEST WESTERN PLUS EDISON INN FOODSERVICE,1595 MECHANICAL BLVD,GARNER,NC,19196624890.0
2859,PARK BAR &amp; GRILL (DoubleTree By Hilton),500 CAITBOO AVE,CARY,NC,19199008840.0
2860,BUKU,110 E DAVIE ST,RALEIGH,NC,19193220440.0
2861,Johnny's Pizza,8759 Holly Springs RD,APEX,NC,19193625566.0
2862,NICHE WINE LOUNGE,109 N MAIN ST,HOLLY SPRINGS,NC,19195522300.0
2863,CHAI'S ASIAN BISTRO,8347 CREEDMOOR  RD,RALEIGH,NC,19193413715.0
2864,BIG CITY BAGELS &amp; CAFE,7461 SIX FORKS  RD,RALEIGH,NC,19198701045.0
2865,SOPRANO'S GRILL,1030-101 N ROGERS LN,RALEIGH,NC,19198788848.0
2866,THE PR AT THE POOLE,1509 MAIN CAMPUS DR,RALEIGH,NC,19193907800.0
2867,LA CARRETA,2711 N NC HWY 55,CARY,NC,19193629580.0
2868,DIXIE BELLE'S,1001 DAVIS  DR,APEX,NC,19193036676.0
2869,BRIXX BRADFORD,14112 BRADFORD GREEN SQUARE,CARY,NC,19193361111.0
2870,PANERA #1806,1004 PARKSIDE MAIN ST,CARY,NC,19193370020.0
2871,BUCK'S BILLARDS,1102 BUCK JONES RD,RALEIGH,NC,111111111111111.0
2872,CHOW,8311 CREEDMOOR RD,RALEIGH,NC,19198414995.0
2873,KABAB & CURRY,2418 HILLSBOROUGH ST,RALEIGH,NC,19199776974.0
2874,DANTE'S ITALIANO,13200 NEW FALLS OF NEUSE RD,RALEIGH,NC,19195562146.0
2875,Target Store #2111,1000 Shoppes @ Midway  DR,KNIGHTDALE,NC,19193886100.0
2876,LOS TRES MAGUEYES,401 WAKE CHAPEL RD,FUQUAY VARINA,NC,19195523957.0
2877,STARBUCKS #25115,180 CABELA  DR,GARNER,NC,19198195059.0
2878,SEAN'S SHACK,2840 E MILLBROOK RD,RALEIGH,NC,19198726669.0
2879,GRINGO A GOGO,100 NW PERSON  ST,RALEIGH,NC,19199771438.0
2880,RUDY'S PUB & GRILLE,780 W WILLIAMS ST,APEX,NC,111111111111111.0
2881,Centro,106 S Wilmington ST,RALEIGH,NC,19198353593.0
2882,BOYLAN BRIDGE BREWPUB,201 S BOYLAN AVE,RALEIGH,NC,19842001189.0
2883,La Terraza,2217 AVENT FERRY RD,RALEIGH,NC,19198320293.0
2884,HOLIDAY INN EXPRESS,11400  COMMON OAKS DR,RALEIGH,NC,19195705550.0
2885,STARBUCKS TARGET #1104,2700 TIMBER DR,GARNER,NC,19197729065.0
2886,POPEYES #11025,3699 NEW BERN AVE,RALEIGH,NC,19198037777.0
2887,BACKYARD BISTRO,1235 HURRICANE ALLEY WAY,RALEIGH,NC,19198516203.0
2888,CAROLINA ALE HOUSE,2400 JOHN BRANTLEY BLVD,RDU AIRPORT,NC,19198404366.0
2889,THE ROLESVILLE GRILL,420 S MAIN ST,ROLESVILLE,NC,19195769220.0
2890,CPK/BROOKWOOD FARMS FOODCOURT,2400 JOHN BRANTLEY BLVD,RDU AIRPORT,NC,19198404369.0
2891,GORDON BIERSCH,2400 JOHN BRANTLEY BLVD,RDU AIRPORT,NC,19198404370.0
2892,Lincoln Brewing Co. ,2912 N MAIN ST,FUQUAY VARINA,NC,19192852318.0
2893,WENDY'S #1340,4105 WAKE FOREST RD,RALEIGH,NC,19198727286.0
2894,QUALITY GROCERY,701 E LANE ST,RALEIGH,NC,19198343188.0
2895,42ND STREET OYSTER BAR,2400 W TERMINAL BLVD,MORRISVILLE,NC,19198400506.0
2896,Jason's Deli # 162,210 CROSSROADS BLVD,CARY,NC,19192336901.0
2897,TLAQUEPAQUE MEXICAN CUISINE,11206 CAPITAL  BLVD,WAKE FOREST,NC,19195542545.0
2898,AMERICAN AIRLINES ADMIRALS CLUB,2400 W TERMINAL BLVD,RDU AIRPORT,NC,111111919840.0
2899,ISAAC HUNTER'S OAK CITY TAVERN,112 FAYETTEVILLE STREET,RALEIGH,NC,111111919781.0
2900,DUNKIN DONUTS #347603,13240 STRICKLAND RD,RALEIGH,NC,19198900089.0
2901,K&amp;W CAFETERIA,3620 BASTION LANE,RALEIGH,NC,19192319242.0
2902,Chipotle Mexican Grill #0942,6102 Falls of Neuse RD,RALEIGH,NC,19198778544.0
2903,PANOPOLIS,2400 W TERMINAL BLVD,RDU AIRPORT,NC,
2904,COURTYARD BISTRO,3401 SUMNER BLVD,RALEIGH,NC,111111111111111.0
2905,Noodles &amp; Company #855,403 DANIELS ST,RALEIGH,NC,19197550282.0
2906,THE OXFORD,319 FAYETTEVILLE  ST,RALEIGH,NC,19198326622.0
2907,VILLAGE GRILL,8470-102 HONEYCUTT RD,RALEIGH,NC,19198905340.0
2908,SALEM STREET PUB,113 N SALEM ST,APEX,NC,19193879992.0
2909,Cappolla's Pizza &amp; Grill,1857 Aversboro RD,GARNER,NC,19196614774.0
2910,Lin's Garden,1318 S MAIN ST,WAKE FOREST,NC,19195568066.0
2911,Axis (at Embassy Suites),4700 CREEDMOOR RD,RALEIGH,NC,19198810000.0
2912,Lepakshi,10970 CHAPEL HILL RD,MORRISVILLE,NC,19194810910.0
2913,BIG JOHN'S NEW HAVEN STYLE,1839-138 S Main ST,WAKE FOREST,NC,19194531600.0
2914,ITALIA EXPRESS,103 N ARENDELL AVE,ZEBULON,NC,19192695157.0
2915,Farina,8450-B100 HONEYCUTT RD,RALEIGH,NC,19198900142.0
2916,SUBWAY #52361,2010 KILDAIRE FARM  RD,CARY,NC,19198513399.0
2917,FOUNTAIN DINING HALL,2520 SULLIVAN  DR,RALEIGH,NC,19195153963.0
2918,DUCK DONUTS,100 WRENN DR,CARY,NC,19194688722.0
2919,PETRA GRILL,6089  CAPITAL BLVD,RALEIGH,NC,111111111111111.0
2920,Tuscan Blu,327 W. DAVIE ST,RALEIGH,NC,19198345707.0
2921,DQ GRILL &amp; CHILL #43767,601 VILLAGE WALK DR,HOLLY SPRINGS,NC,19195524920.0
2922,WAKEFIELD TAVERN,13200 NEW FALLS OF NEUSE RD,RALEIGH,NC,19195540673.0
2923,BIG-Z,2822 NEW BIRCH DRIVE,RALEIGH,NC,19198034611.0
2924,AIKO,410 GLENWOOD AVE,RALEIGH,NC,19199951036.0
2925,Hampton Inn &amp; Suites Food Service,600 GLENWOOD AVE,RALEIGH,NC,19198254770.0
2926,MI CANCUN,1106 GRACE PARK DRIVE,MORRISVILLE,NC,19196501718.0
2927,CLOCKWORK,519 W NORTH ST,RALEIGH,NC,19193073215.0
2928,PIZZA HUT,11010 LAKE GROVE  BLVD,MORRISVILLE,NC,19192340652.0
2929,CANNIZZARO'S PIZZERIA,238 S WHITE ST,WAKE FOREST,NC,19194356067.0
2930,SONIC DRIVE IN #4809,12508 Capital BLVD,WAKE FOREST,NC,19195622259.0
2931,PANERA #1813,6201 GLENWOOD AVE.,RALEIGH,NC,19193342726.0
2932,TAKE 5 CAFE,4025 CENTREGREEN WAY,CARY,NC,19196778152.0
2933,THE DOUBLE,962 AIRPORT BLVD,MORRISVILLE,NC,19192340783.0
2934,Subway,10130 Green Level Church  Rd Suite 300,CARY,NC,19194609422.0
2935,Moe's Southwest Grill #283,10760 WAKEFIELD COMMONS DR,WAKE FOREST,NC,19195703222.0
2936,Hibachi China Buffet,111 Shannon Oaks  Circle,CARY,NC,19193881686.0
2937,FITZGERALD'S SEAFOOD,3400 NEW BIRCH DRIVE,RALEIGH,NC,19198033451.0
2938,PLATES,301 GLENWOOD AVE,RALEIGH,NC,19198280018.0
2939,Cafe' Caturra,600 Ledgestone WAY,CARY,NC,19194810230.0
2940,PIZZA AMORE,238 S WHITE ST,WAKE FOREST,NC,19194356067.0
2941,EMBASSY SUITES ATRIUM BREAKFAST BAR,4700 CREEDMOOR RD,RALEIGH,NC,19198810000.0
2942,QDOBA MEXICAN GRILL #60,424 E SIX FORKS RD,RALEIGH,NC,19198389133.0
2943,Salsa Fresh #3,3588 Davis DR,MORRISVILLE,NC,19196015375.0
2944,BURGER KING #19795,22114 S MAIN ST,WAKE FOREST,NC,19195567773.0
2945,ALPACA PERUVIAN CHARCOAL CHICKEN,4614 CAPITAL BLVD,RALEIGH,NC,19197130000.0
2946,LUMPYS ICE CREAM,306 E WAIT AVE,WAKE FOREST,NC,19198787700.0
2947,Los Magueyes Fajita House,9605 CHAPEL HILL RD,MORRISVILLE ,NC,19194819002.0
2948,MEDALLION DINING SERVICE,1995 NW CARY  PKY,MORRISVILLE,NC,19194608141.0
2949,MR. WONDERFUL'S CHICKEN &amp; WAFFLES,3587 MAITLAND DR,RALEIGH,NC,19198966063.0
2950,LARRY'S SOUTHERN KITCHEN,4205 FAYETTEVILLE RD,GARNER,NC,19197793933.0
2951,BOJANGLES #51,1425 BROGDEN WOODS DR,WAKE FOREST,NC,19198466564.0
2952,Passage Home Cafe,513 Branch Street,RALEIGH,NC,19198340666.0
2953,NEW CHINA KING RESTAURANT,1811 NEW HOPE CHURCH RD,RALEIGH,NC,19198731256.0
2954,THE PRIME SMOKEHOUSE,3400 New Birch DR,RALEIGH,NC,111111111111111.0
2955,Blaze Pizza #1125,140 CABELA DR,GARNER,NC,19197721021.0
2956,Seven Cities,3611 Spring Forest Road,RALEIGH,NC,19193074297.0
2957,Relish Craft Kitchen/The Kitchen Table,5625 CREEDMOOR RD,RALEIGH,NC,19197871855.0
2958,STEWART'S BISTRO,3652 ROGERS RD,WAKE FOREST,NC,19195622233.0
2959,MUM'S JAMAICAN RESTAURANT,3901-101 CAPITAL BLVD,RALEIGH,NC,19196152332.0
2960,JERSEY MIKE'S SUBS #3151,6727 KNIGHTDALE BLVD,KNIGHTDALE,NC,19192954661.0
2961,STAG'S HEAD,106 GLENWOOD AVE,RALEIGH,NC,19198396207.0
2962,MY WAY TAVERN,522 ST. MARY'S ST,RALEIGH,NC,19199008273.0
2963,CRANK ARM BREWING COMPANY,319 W DAVIE ST,RALEIGH,NC,19192910643.0
2964,Thai Spices &amp; Sushi,986 High House RD,CARY,NC,19193191818.0
2965,GREEK FIESTA,8315 CREEDMOOR RD,RALEIGH,NC,19198484808.0
2966,SUBWAY #14347,126 S SALISBURY ST,RALEIGH,NC,19198280009.0
2967,BLACK CAT CAFE,4209 LASSITER MILL RD,RALEIGH,NC,19197882240.0
2968,BI CAFE,5000 DAVIS DR,MORRISVILLE,NC,19199931925.0
2969,HOTBOX PIZZA,2304 HILLSBOROUGH ST,RALEIGH,NC,19198329292.0
2970,THE PICKLED ONION,7901 FALLS OF NEUSE  RD,RALEIGH,NC,19198484161.0
2971,ATRIA OAKRIDGE DINING,10810 SANDY OAK LN,RALEIGH,NC,19198482088.0
2972,CHIPOTLE MEXICAN GRILL #1087,100-103 Wrenn DR,CARY,NC,19194621223.0
2973,Pei Wei Asian Diner,4408 Falls of Neuse RD,RALEIGH,NC,19192273810.0
2974,J &amp; S NEW YORK PIZZA,804 PERRY RD,APEX,NC,19193630071.0
2975,PORT CITY JAVA VET SCHOOL,1052 WILLIAM MOORE  DR,RALEIGH,NC,19195133226.0
2976,CRAZY FIRE MONGOLIAN GRILL,13200 Strickland  RD,RALEIGH,NC,19198661700.0
2977,GOLDEN CORRAL #942,3424 CAPITAL BLVD,RALEIGH,NC,19198720500.0
2978,Cristina's Italian Kitchen,7144 KNIGHTDALE BLVD,KNIGHTDALE,NC,19193738922.0
2979,PRIMO PIZZA NY STYLE,682 CARY TOWNE BLVD,CARY,NC,19193802729.0
2980,BELLINI FINE ITALIAN CUISINE,107 S EDINBURGH DR,CARY,NC,19195520303.0
2981,ZAXBY'S,1021 N HARRISON  AVE,RALEIGH,NC,19194812070.0
2982,SAN JOSE MEXICAN RESTAURANT,5811 POYNER VILLAGE  PKY,RALEIGH,NC,19197901919.0
2983,ROMANOS MACARONI GRILL,740 SE MAYNARD RD,CARY,NC,19194677727.0
2984,Las Rositas,207 N Arendell AVE,ZEBULON,NC,19194048304.0
2985,Biscuitville #175,2820 NC HWY 55,CARY ,NC,19193628034.0
2986,INNOVATION CAFE',861 PARTNERS WAY,RALEIGH,NC,19195138297.0
2987,OAK CITY MEATBALL SHOPPE,180 E DAVIE ST,RALEIGH,NC,19197448301.0
2988,McDonald's of Prestonwood,4801 SW Cary PKY,CARY,NC,19194811500.0
2989,CHIPOTLE #2386,6081  CAPITAL  BLVD,RALEIGH,NC,19193223290.0
2990,BRUEGGERS BAGELS #32,122 SW MAYNARD RD,CARY,NC,19194675228.0
2991,Brueggers Bagel #3771,4212 NW CARY PKY,CARY,NC,19194635563.0
2992,CHICK-N-QUE,420 S. MAIN ST.,ROLESVILLE,NC,
2993,P.G. WERTH,927-116 W. MORGAN ST.,RALEIGH,NC,19197702669.0
2994,AVIATOR BREW #2,209 TECHNOLOGY PARK LN,FUQUAY VARINA,NC,19195672337.0
2995,The Mason Jar Tavern,114  Grand Hill PL,HOLLY SPRINGS,NC,19199645060.0
2996,BIG MIKES BBQ,1222 NW MAYNARD ROAD,CARY,NC,19197992023.0
2997,FAIRFIELD INN &amp; SUITES CRABTREE BREAKFAST,2201 SUMMIT PARK  LN,RALEIGH,NC,19198819800.0
