,NAME,ADDRESS,CITY,STATE,PHONE_NUMBER
1143,Sam's Club #6570 Snackbar,3001 CALVARY  DR,RALEIGH,NC,19198740112.0
1144,DUNKIN DONUTS #348561,8201 CREEDMOOR RD,RALEIGH,NC,19198900089.0
1145,LIGHTHOUSE DELI GRILL &amp; PIZZERIA,2127 TEN TEN RD,APEX,NC,19193031770.0
1146,COGLINS RALEIGH,226 FAYETTEVILLE  ST,RALEIGH,NC,111111919410.0
1147,CAMBRIDGE VILLAGE DINING,10000 Cambridge Village Loop,APEX,NC,19193632080.0
1148,COURTYARD BISTRO,3401 SUMNER BLVD,RALEIGH,NC,19196450088.0
1149,Quality Inn #NC436 Breakfast Bar,2539 S SAUNDERS ST,RALEIGH,NC,19198630091.0
1150,Sushi Thai,106 Kilmayne DR,CARY,NC,19194675747.0
1151,Moe's Southwest Grill,1406 E Broad ST,FUQUAY VARINA,NC,19195575507.0
1152,Vincents,6300 Creedmoor RD,RALEIGH,NC,19198766700.0
1153,CHEF'S PALETTE,3460 TEN TEN RD,CARY,NC,19192676011.0
1154,HYATT HOUSE H BAR,160 PARK AT NORTH HILLS  ST,RALEIGH,NC,19193630771.0
1155,EMBASSY SUITES AND FLYING SPOONS,8001 ARCO CORPORATE  DR,RALEIGH,NC,19195722200.0
1156,CHAR-GRILL OF GARNER,1155 TIMBER  DR E,GARNER,NC,19196624290.0
1157,International House of Pancakes #408,1313 HILLSBOROUGH ST,RALEIGH,NC,111111111111111.0
1158,SAN JUAN MEXICAN RESTAURANT,3501 FORESTVILLE RD,RALEIGH,NC,19192177918.0
1159,DEMARCO'S RESTAURANT &amp; BAR,3607 FALLS RIVER  AVE,RALEIGH,NC,19197204482.0
1160,SUSHI ONE,8470 HONEYCUTT RD,RALEIGH,NC,19196154024.0
1161,Hot Point Deli,1718 WALNUT  ST,CARY,NC,19194606299.0
1162,LEE'S KITCHEN #2,1100 N RALEIGH BLVD,RALEIGH,NC,19195215957.0
1163,SHERATON RALEIGH KITCHEN/JIMMY V'S OSTERIA &amp; BAR,421 S SALISBURY ST,RALEIGH,NC,19198349900.0
1164,Crabtree Beer Garden,4325 GLENWOOD AVE,RALEIGH,NC,19193222237.0
1165,CATHERINE'S COUNTRY COOKING,304 N MAIN ST,HOLLY SPRINGS,NC,19193461713.0
1166,ROYAL JAMES LOUNGE,108 E HARGETT ST,RALEIGH,NC,
1167,GODAVARI INDIAN RESTAURANT,9650-145 Strickland RD,RALEIGH,NC,19198471984.0
1168,SUBWAY #2692,2424 WAKE FOREST RD,RALEIGH,NC,19198290900.0
1169,STARBUCKS #8529,5959 TRIANGLE TOWN BLVD,RALEIGH,NC,19197922227.0
1170,STARBUCKS #25115,180 CABELA DR,GARNER,NC,
1171,TOWNPLACE SUITES CARY/WESTON PKWY.,120 SAGE COMMONS WAY,CARY,NC,19196780005.0
1172,CHANTICLEER CAFE &amp; BAKERY,6490 TRYON RD,CARY,NC,19197814810.0
1173,RUCKUS ARBORETUM,2025 RENNAISANCE PARK PL,CARY,NC,19196773999.0
1174,LIME FRESH #6331,8521 BRIER CREEK RD,RALEIGH,NC,19192245000.0
1175,SUBWAY #42484,3429 N MAIN ST,FUQUAY-VARINA,NC,19197620521.0
1176,RESIDENCE INN/MARRIOTT COURTYARD FOOD SERVICE,10600 LITTLE BRIER CREEK LN,RALEIGH,NC,19194721000.0
1177,KFC,1298 N MAIN ST,FUQUAY VARINA,NC,19195528209.0
1178,WICKED TACO,3928 WESTERN BLVD,RALEIGH,NC,19193220446.0
1179,AGGIE'S GRILL STATION,3027 CAPITAL  BLVD,RALEIGH,NC,19197906688.0
1180,PHO JAPANESE STEAKHOUSE,2815  BRENTWOOD RD,RALEIGH,NC,19198722030.0
1181,TOP THIS CAFE @ THE ATRIUM,2501 BLUE RIDGE RD,RALEIGH,NC,19196152121.0
1182,TROPICAL PICKEN CHICKEN,404 E SIX FORKS RD,RALEIGH,NC,19194578935.0
1183,EDNA'S CAFE,135 S MAIN ST,FUQUAY VARINA,NC,19193461247.0
1184,NEW CHINA EXPRESS,3501 Capital BLVD,RALEIGH,NC,19198789288.0
1185,TAQUERIA DEL SOL,204 CROSSROADS BLVD,CARY,NC,19198594111.0
1186,OCEAN REEF SEAFOOD,3645 NEW BERN  AVE,RALEIGH,NC,19192502007.0
1187,WINGATE BY WYNDHAM BREAKFAST,1542 MECHANICAL BLVD,GARNER,NC,19197797441.0
1188,BOMBAY BEIJING RESTAURANT & LOUNGE,1026 RYAN RD,CARY,NC,
1189,Arby's #6657,9221 Fairbanks RD,RALEIGH,NC,111111111111111.0
1190,GROUCHO'S DELI,10 HORNE ST,RALEIGH,NC,19199777747.0
1191,MCDONALD'S #32242,7100 GB ALFORD HWY,HOLLY SPRINGS,NC,111111111111111.0
1192,DUNKIN DONUTS OF CARY,3511 KILDAIRE FARM RD,CARY,NC,19193679949.0
1193,Goodberry's Creamery at Cameron Village,2042 CLARK AVE,RALEIGH,NC,19198339998.0
1194,SHEETZ #540,4000 LUFKIN RD,APEX,NC,19193033443.0
1195,BERKELEY CAFE,217 W MARTIN ST,RALEIGH,NC,19198289190.0
1196,JERSEY MIKE'S SUBS,7177 OKELLY CHAPEL RD,CARY,NC,19193882200.0
1197,SONIC DRIVE IN #5639,1240  N ARENDELL  AVE,ZEBULON,NC,19192693477.0
1198,WENDY'S #1985,1374 N MAIN ST,FUQUAY VARINA,NC,19195570139.0
1199,A Slice of NY Pizza,8301 Brier Creek PKY,RALEIGH,NC,19194051301.0
1200,Raleigh Times Bar,14 E Hargett ST,RALEIGH,NC,19198330999.0
1201,Thai House Cuisine,1408 Hardimont  RD,RALEIGH,NC,19198783379.0
1202,Vivace,4209 Lassiter Mill RD,RALEIGH,NC,19197877747.0
1203,Garner Mayflower XXI,4205 Fayetteville RD,RALEIGH,NC,111111111111111.0
1204,Z Pizza,9630 Falls of the Neuse RD,RALEIGH,NC,19198440065.0
1205,WAFFLE HOUSE #1901,1051 DURHAM  RD,WAKE FOREST,NC,19195542501.0
1206,JOYCE AND FAMILY RESTAURANT,129 N MAIN ST,FUQUAY VARINA,NC,19195671717.0
1207,Gumby's Pizza &amp; Wings,2712 HILLSBOROUGH ST,RALEIGH,NC,19198361555.0
1208,MCDONALD'S #25393,2900 Wakefield Pines DR,RALEIGH,NC,19195568677.0
1209,Best Western Plus Breakfast,6209 GLENWOOD AVE,RALEIGH,NC,19197821112.0
1210,THE OAKS AT WHITAKER GLEN,501 E WHITAKER MILL RD,RALEIGH,NC,19198395604.0
1211,TAQUERIA LA CABANA,3520 CAPITAL BLVD,RALEIGH,NC,19198722252.0
1212,DON BETO'S TACOS,421 CHAPANOKE RD,RALEIGH,NC,19198092120.0
1213,TASTE OF JAMAICA,600 E CHATHAM ST,CARY,NC,19194610045.0
1214,Carino's Italian Grill,8101 Brier Creek PKY,RALEIGH,NC,19198065524.0
1215,IL BACIO,3622 ROGERS RD,WAKE FOREST,NC,19195567800.0
1216,WENDY'S #1337,3715 WESTERN BLVD,RALEIGH,NC,19198213099.0
1217,"Ruckus Pizza, Pasta &amp; Spirits",8111-208 Tryon Woods  DR,CARY,NC,19198513999.0
1218,WENDY'S #1854,1809 N HARRISON AVE,CARY,NC,19196779002.0
1219,MCDONALDS #12332,865 Durham RD,WAKE FOREST,NC,19195541095.0
1220,THE ORIGINAL NY PIZZA,6679-103 FALLS OF NEUSE RD,RALEIGH,NC,19198415999.0
1221,CINELLI'S OF CARY,107 EDINBURGH SOUTH STE.  DR,CARY,NC,111111111111111.0
1222,ARBY'S #7668,2104 S MAIN ST,WAKE FOREST,NC,19195566724.0
1223,1887 BISTRO,2610 CATES AVE,RALEIGH,NC,19195136046.0
1224,ARGANA,1246 NW MAYNARD RD,CARY,NC,19194683073.0
1225,NINE'S CHINA,4224 NW CARY PKY,CARY,NC,19193772307.0
1226,CAROLINA BREWING COMPANY TAPROOM,140 THOMAS MILL RD,HOLLY SPRINGS,NC,19195572337.0
1227,SUBWAY #33002,7106 KNIGHTDALE BLVD,KNIGHTDALE,NC,19192610406.0
1228,LAS PALMAS IV,1849 S MAIN ST,WAKE FOREST,NC,111111111111111.0
1229,FOOD LION #1338 DELI,620 LAURA DUNCAN RD,APEX,NC,19193623904.0
1230,GORMAN STREET PUB,2300 Gorman ST,RALEIGH,NC,
1231,PATRICK JANES'S GOURMET PIZZA BAR,1353 KILDAIRE FARM RD,RALEIGH,NC,19193888001.0
1232,PANDA GARDEN,1440-103 BROGDEN WOODS DR,WAKE FOREST,NC,19198485883.0
1233,KRAFTY'S BURGERS &amp; BREWS,1177 TIMBER DR E,GARNER,NC,19193298000.0
1234,Sean's Shack,5900 DURALEIGH ROAD,RALEIGH,NC,19198097524.0
1235,Golden Dragon Asian Buffet,4205 FAYETTEVILLE RD,RALEIGH,NC,19193290918.0
1236,BULLFEATHERS,1625 N MAIN ST,FUQUAY VARINA,NC,19195770200.0
1237,Christie's,748 E CHATHAM ST,CARY,NC,19193800051.0
1238,HIBACHI SUSHI,3217 AVENT FERRY  RD,RALEIGH,NC,19192325066.0
1239,Big Ed's City Market Restaurant,220 Wolfe ST,RALEIGH,NC,19198369909.0
1240,TAVA BISTRO,14460 NEW FALLS OF NEUSE RD,RALEIGH,NC,19194532355.0
1241,MAR-Y-SOL II,1310 CORPORATION PKY,RALEIGH,NC,19192128100.0
1242,The Balcony (Located in the Bowling Alley),2512  HILLSBOROUGH ST,RALEIGH,NC,19198323533.0
1243,Crepe Traditions,2604  Hillsborough  ST,RALEIGH,NC,19199770265.0
1244,Jin Jin China,421 Chapanoke Road,RALEIGH,NC,19197728868.0
1245,SPY,330 W DAVIE ST,RALEIGH,NC,19198032796.0
1246,D.P. Dough,2109 AVENT FERRY RD,RALEIGH,NC,19198291525.0
1247,SUBWAY #881,5563 WESTERN BLVD,RALEIGH,NC,19198591957.0
1248,DAIRY QUEEN ORANGE JULIUS,8321 BRIER CREEK PKY,RALEIGH,NC,19194842230.0
1249,SUSHI NINE,3812 WESTERN BLVD,RALEIGH,NC,19199008303.0
1250,Hyatt Place Cafe,200 Airgate DR,MORRISVILLE,NC,19194052400.0
1251,DUNKIN DONUTS #349131,8401 CAPITAL  BLVD,RALEIGH,NC,19195214960.0
1252,AJ's/Greenleaf's/Cinnabon,1600 Terminal BLVD,RALEIGH,NC,19198400506.0
1253,Caffe Mars/Catering on Demand,1100 Perimeter Park DR,MORRISVILLE,NC,19197497244.0
1254,BABA GHANNOUJ MEDITERRANEAN BISTRO,14460 NEW FALLS OF NEUSE RD,RALEIGH,NC,19194532355.0
1255,THE PINEWINDS BAKERY BRUEGGERS BAGELS #522,117 SMALL PINES DR,GARNER,NC,19196612525.0
1256,JOYCE &amp; FAMILY RESTAURANT TOO ,129 N MAIN ST,FUQUAY VARINA,NC,19195671717.0
1257,Berkeley Cafe,217 W MARTIN ST,RALEIGH,NC,111111111111111.0
1258,HADLEY'S,"317  W MORGAN  ST , STE 117",RALEIGH,NC,19198035941.0
1259,GARNER RD STOP N GO,2121 GARNER RD,RALEIGH,NC,19194129458.0
1260,TRIBUTE PIZZA PLACE,107 EDINBURGH SOUTH DR,CARY,NC,19194613799.0
1261,JAPAN EXPRESS,6250-100 GLENWOOD AVE,RALEIGH,NC,19197887758.0
1262,MCDONALDS #18373,415 S MAIN ST,ROLESVILLE,NC,19195567686.0
1263,FIFTEEN,317 W MORGAN ST,RALEIGH,NC,19196152758.0
1264,Little Tokyo,1105 Walnut ST,CARY,NC,19194623900.0
1265,TPC HALFWAY HOUSE,2201 WAKEFIELD PLANTATION DR,RALEIGH,NC,111111111919.0
1266,SUBWAY #55675,234 FAYETTEVILLE  ST,RALEIGH,NC,19196152670.0
1267,YAMATO,700 E WILLIAMS ST,APEX,NC,19193038088.0
1268,ASIAN GARDEN,242 GRANDE HEIGHTS DR,CARY,NC,19194628598.0
1269,HIBACHI BLUE,1500 VILLAGE MARKET PL,MORRISVILLE,NC,19194629899.0
1270,OVER THE FALLS,419 S BROOKS ST,WAKE FOREST,NC,19195708588.0
1271,BAD DADDY'S BURGER BAR,111 SEABOARD AVE,RALEIGH,NC,19197479163.0
1272,UNITED SKATES CAFE,2901 TRAWICK RD,RALEIGH,NC,19197903808.0
1273,ANOTHER BROKEN EGG,160 PARK AT NORTH HILLS ST,RALEIGH,NC,19198812571.0
1274,SALVIO'S PIZZERIA,6325 FALLS OF NEUSE RD,RALEIGH,NC,19199815678.0
1275,GOLDEN SEAFOOD AND CHICKEN,2600 S SAUNDERS ST,RALEIGH,NC,19198330121.0
1276,MASALA WRAP,9825-F CHAPEL HILL RD,MORRISVILLE,NC,19193771903.0
1277,WAFFLE HOUSE #2051,2237 AVENT FERRY RD,RALEIGH,NC,19198564789.0
1278,Crepe Traditions,141-111 Park at North Hills,RALEIGH,NC,19199775374.0
1279,ROLESVILLE DINER,411 S MAIN  ST,ROLESVILLE,NC,1919554933.0
1280,12 OAKS CAFE,2008 GREEN OAKS PKY,HOLLY SPRINGS,NC,111111111111111.0
1281,ENRIGO ITALIAN BISTRO,575 New Waverly PL,CARY,NC,19198547731.0
1282,BLUE PLATE RESTAURANT,3400 N Main ST,FUQUAY VARINA,NC,19195570231.0
1283,LOS TRES MAGUEYES,995 AIRPORT BLVD,MORRISVILLE,NC,19194650217.0
1284,CILANTRO INDIAN CAFE',107 EDINBURGH SOUTH DR,CARY,NC,19192341264.0
1285,SUBWAY #17385,611 E CHATHAM ST,CARY,NC,19193800202.0
1286,HOMEWOOD SUITES BY HILTON RALEIGH/CRABTREE FOODSERVICE,5400 HOMEWOOD BANKS DR,RALEIGH,NC,19197851131.0
1287,CHIPOTLE 2485,204 CROSSROADS BLVD,CARY,NC,19192338242.0
1288,LOS TRES MEXICAN RESTAURANT,1301 E WILLIAMS ST,APEX,NC,19193676797.0
1289,SAN JOSE MEXICAN RESTAURANT,877 E GANNON AVE,ZEBULON,NC,19192693399.0
1290,WHISPERING PINES DINING,7501 LEADMINE  RD,RALEIGH,NC,19198700222.0
1291,WING STOP # 527,1721-112 NEW HOPE CHURCH RD,RALEIGH,NC,19198728856.0
1292,ROOKIES,800 W WILLIAMS ST,APEX,NC,19193631899.0
1293,CAPITAL OAKS CULINARY &amp; DINING SERVICES,6498 RAY RD,RALEIGH,NC,19197840099.0
1294,LONGHORN 5556,300 CONSERVATION RD,GARNER,NC,19197727707.0
1295,FILIPINO CUISINE,9629 BITTER MELON DR,ANGIER,NC,19196392422.0
1296,Quiznos Sub,1440 Garner Station BLVD,RALEIGH,NC,19197738533.0
1297,Subway #30443,9800 Holly Springs RD,HOLLY SPRINGS,NC,19193874818.0
1298,La Cocina De Mama Greta,1604-101 N Market DR,RALEIGH,NC,19198725360.0
1299,Bojangles #39,1581 E Williams ST,APEX,NC,19193626796.0
1300,Los Tres Vaqueros,1600-107 Ronald DR,RALEIGH,NC,19197901999.0
1301,BJ's Membership Club Hot Dogs,255  Shenstone BLVD,GARNER,NC,19196613781.0
1302,HONEY BAKED HAM COMPANY #103,5275 SIX FORKS RD,RALEIGH,NC,19197870655.0
1303,RIDGEWOOD WINE &amp; BEER CO.,1214 RIDGE RD,RALEIGH,NC,19198325232.0
1304,Sono Sushi Bar,319  Fayetteville ST,RALEIGH,NC,19195215328.0
1305,PERI BROTHERS PIZZA,7321 SIX FORKS RD,RALEIGH,NC,19198446692.0
1306,Mimi's Cafe #118,1115 Walnut  ST,CARY,NC,19194626411.0
1307,INDIO RESTAURANT &amp; LOUNGE,222 GLENWOOD AVE,RALEIGH,NC,19193222760.0
1308,El Pollo Rico Market,3901-173 Capital BLVD,RALEIGH,NC,19194319985.0
1309,Saffron,4121 Davis DR,MORRISVILLE,NC,19194695774.0
1310,Subway #37200,138 SHENSTONE BLVD,GARNER,NC,19193296281.0
1311,TOSSED #13,4117 DAVIS DR,MORRISVILLE,NC,19194604449.0
1312,HAYASHI-YA JAPANESE CUISINE,8401 BRIER CREEK  PKY,RALEIGH,NC,19192064333.0
1313,BARKING COW,2500 WYCLIFF  RD,RALEIGH,NC,111111111111111.0
1314,COOLEY'S RESTAURANT,711 N MAIN ST,FUQUAY VARINA,NC,19195520543.0
1315,Prestonwoods Main Clubhouse Kitchen,300 PRESTONWOOD PKY,CARY,NC,111111111111111.0
1316,BEDFORD BISTRO &amp; BAR,3607 FALLS RIVER  AVE,RALEIGH,NC,19197204480.0
1317,MCDONALD'S #7811,6250 CAPITAL BLVD,RALEIGH,NC,19198785907.0
1318,PIO Chickens,1601 CROSS LINK RD,RALEIGH,NC,19197555727.0
1319,MANTRA INDIAN CUISINE &amp; BAR,116 N WEST ST,RALEIGH,NC,19198332823.0
1320,GREEK FIESTA,1400 BOULDERSTONE WAY,CARY,NC,19194677330.0
1321,SPRING KITCHEN,10110 GREEN LEVEL CHURCH RD,CARY,NC,19194621388.0
1322,NARA JAPANESE STEAKHOUSE,7256 GB ALFORD HIGHWAY,HOLLY SPRINGS,NC,19195526560.0
1323,KOBE HIBACHI &amp; SUSHI,515 N MAIN ST,HOLLY SPRINGS,NC,19195571437.0
1324,Penn Station,3611 Spring Forest RD,RALEIGH,NC,111111111111111.0
1325,TAIPEI CAFE,9825-G CHAPEL HILL RD,MORRISVILLE,NC,19193808568.0
1326,CHINA QUEEN,2233-103 AVENT FERRY RD,RALEIGH,NC,19198328882.0
1327,RUBY TUESDAY #5122,4411 New Bern AVE,RALEIGH,NC,19192551801.0
1328,Korner Cafe Food Court,4420 LAKE BOONE TRL,RALEIGH,NC,111111111111111.0
1329,DEATH AND TAXES,105 W HARGETT ST,RALEIGH,NC,19842420218.0
1330,COMPASS ROSE BREWERY,3201 NORTHSIDE DR,RALEIGH,NC,19198755683.0
1331,PHARMACY BOTTLE &amp; BEVERAGE,120 E CHATHAM ST,CARY,NC,19192341098.0
1332,510 Tavern,510-101 GLENWOOD AVE,RALEIGH,NC,19193074778.0
1333,BEST WESTERN FOODSERVICE,2715 CAPITAL BLVD,RALEIGH,NC,19198725000.0
1334,WAKE MED NORTH FALLS CAFE,10000 FALLS OF NEUSE RD,RALEIGH,NC,19193501478.0
1335,DOMINO'S #4453,4412 FALLS OF NEUSE RD,RALEIGH,NC,19198724000.0
1336,WENDELL FALLS GROUNDS CAFE,320 VINTAGE POINT LN,WENDELL,NC,19193747227.0
1337,SARDI'S DEN,8111-137 CREEDMOOR RD,RALEIGH,NC,19196506500.0
1338,Best Western Cary Cafe,1722 Walnut ST,CARY,NC,19194811200.0
1339,Starbucks Coffee #08373,609 Peace St,RALEIGH,NC,111111111111111.0
1340,Rehab Snack Bar- Gov. Morehead School,305 ASHE AVE,RALEIGH,NC,111111111111111.0
1341,RED HOT &amp; BLUE,525 NEW WAVERLY PL,CARY,NC,19198514627.0
1342,SHEETZ 555,4010 CONVENIENCE LN,CARY,NC,19193167779.0
1343,BOULEVARD PIZZA,2925 WENDELL BLVD,WENDELL,NC,19193650040.0
1344,NOODLES & COMPANY,200 CROSSROADS  BLVD,CARY,NC,19198515080.0
1345,Bocci Trattoria &amp; Pizzeria,2425 Kildaire Farm RD,CARY,NC,19198035358.0
1346,INTER-FAITH FOOD SHUTTLE @ INTERACT,1012 OBERLIN  RD,RALEIGH,NC,19198639675.0
1347,DREAMSPORTS CENTER,1016 INVESTMENT BLVD,APEX,NC,19193872955.0
1348,THE BEERDED LADY,1350 FIFTH AVE,GARNER,NC,19842000598.0
1349,MORRISVILLE DELI,3524 DAVIS DR,MORRISVILLE,NC,111111111111111.0
1350,GONZA TACOS &amp; TEQUILA,2100-110 HILLSBOROUGH ST,RALEIGH,NC,19192688965.0
1351,PIZZA HUT #9206,6429-C GLENWOOD AVE,RALEIGH,NC,19197811133.0
1352,Jersey Mikes Subs,1121-105 Falls River AVE,RALEIGH,NC,19198484343.0
1353,IHOP #2130,7304 GB ALFORD HWY,HOLLY SPRINGS,NC,19195528570.0
1354,TROPHY BREWING,656 MAYWOOD AVE,RALEIGH,NC,19192464765.0
1355,CHICK-FIL-A #3448,7107 O'KELLY CHAPEL RD,CARY,NC,19194669525.0
1356,MILOWS,8320-108 LITCHFORD RD,RALEIGH,NC,19199869521.0
1357,Bodi,310 S West ST,RALEIGH,NC,111111111111111.0
1358,SUBWAY #3151,311 CROSSROADS BLVD,CARY,NC,19198519594.0
1359,CHICK-FIL-A #868,4621 CAPITAL BLVD,RALEIGH,NC,19198502175.0
1360,Alexander Mediterranean Cuisine,263 TIMBER DR W,GARNER,NC,19197791183.0
1361,THE PHO PLACE,3607 FALLS RIVER  AVE,RALEIGH,NC,19197479720.0
1362,JACK'S SEAFOOD,5416 ROCK QUARRY RD,RALEIGH,NC,19193298125.0
1363,CHICK-FIL-A #792,6701 FALLS OF NEUSE RD,RALEIGH,NC,19198454556.0
1364,ROLY POLY TRYON VILLAGE,8111 TRYON WOOD DR,CARY,NC,19198580630.0
1365,PORT CITY JAVA PARK SHOPS,101 CURRENT DR,RALEIGH,NC,19195150238.0
1366,TASTE OF CHINA,8753 HOLLY SPRINGS  RD,APEX,NC,111111111111111.0
1367,DUNKIN DONUTS/BASKIN ROBBINS #331785,7137 KNIGHTDALE BLVD,KNIGHTDALE,NC,19192179603.0
1368,DUNKIN DONUTS/BASKIN ROBBINS #339085,2727 CAPITAL BLVD,RALEIGH,NC,19198759092.0
1369,WHICH WICH,145 GRAND HILL PL,HOLLY SPRINGS,NC,19195579424.0
1370,Smithfield Chicken & Bar-B-Que,7911 Fayetteville Rd,RALEIGH,NC,1111111111919.0
1371,Tekelec Cafe,5200 PARAMOUNT PKY,MORRISVILLE,NC,14603677460.0
1372,Panda House Chinese Restaurant,1462 Garner Station BLVD,RALEIGH,NC,19197793588.0
1373,Assaggio's Pizzeria Ristorante,7417 Sunset Lake RD,FUQUAY VARINA,NC,19195579505.0
1374,Pine Hollow Golf Club Food Service,3300 GARNER RD,CLAYTON,NC,19195534554.0
1375,QUIZNOS SUB,1246 NW Maynard Rd,CARY,NC,19194683073.0
1376,Starbucks,3101 EDWARDS MILL RD,RALEIGH,NC,19197894922.0
1377,Paolo's,101 - 500 Keybridge St,MORRISVILLE,NC,19196789030.0
1378,DUNKIN DONUTS #337301,4415 FALLS OF NEUSE RD,RALEIGH,NC,19198769901.0
1379,Char-grill,9601 Strickland Rd,RALEIGH,NC,19198458994.0
1380,Wake Technical Community College Rest.,9101 FAYETTEVILLE RD,RALEIGH,NC,19198665990.0
1381,Taj Mahal,4520 Capital BLVD,RALEIGH,NC,19198751113.0
1382,International House Of Pancakes,3009 Capital Blv,RALEIGH,NC,19198758485.0
1383,Mayflower Seafood Restaurant,3301 Capital BLVD,RALEIGH,NC,19198759007.0
1384,Woody's Sports Tavern &amp; Grill,8322 CHAPEL HILL RD,CARY,NC,19193807737.0
1385,La Rancherita,102 N SALEM ST,APEX,NC,19193032448.0
1386,Torero's Mexican Restaurant V,1207-C Kildaire Farm Rd,CARY,NC,19194688711.0
1387,Las Margaritas Express,4604 Capital BLVD,RALEIGH,NC,19198779944.0
1388,Target Food Avenue Express,4841 GROVE BARTON RD,RALEIGH,NC,19197851803.0
1389,Pizza Villa,409 US Hwy 64 Business West,ZEBULON,NC,111111111111111.0
1390,KAMADO GRILLE,932 SPRINGFIELD COMMONS DR,RALEIGH,NC,19198033662.0
1391,FIVE GUYS BURGERS AND FRIES,2400 JOHN BRANTLEY BLVD,RALEIGH,NC,19198404379.0
1392,Target #1104 Cafe,2700 Timber  DR,GARNER,NC,19197729065.0
1393,Jimmy John's #895,8204 Tryon Woods  DR,RALEIGH,NC,19198597377.0
1394,Cafe Tiramisu/North Ridge Pub,6196 Falls Of Neuse Rd,RALEIGH,NC,19199810305.0
1395,New Panda Chinese Restaurant,2660 TIMBER DR,GARNER,NC,19196618393.0
1396,Wendy's,1213 NW MAYNARD RD,CARY,NC,19194680925.0
1397,Truffles Deli,3200 BEECHLEAF CT,RALEIGH,NC,19199541944.0
1398,518 West Italian Cafe,518 W JONES ST,RALEIGH,NC,19198292518.0
1399,Lowe's Foods #162 Deli,6430 TRYON RD,CARY,NC,19198599335.0
1400,Waraji Japanese Restaurant,5910 DURALEIGH RD,RALEIGH,NC,19197831883.0
1401,Roma's Italian,203 N HARRISON AVE,CARY,NC,19194681111.0
1402,Whole Foods Market Cafe,3540 WADE AVE,RALEIGH,NC,19198285805.0
1403,Taco Bell #2836,3224 S WILMINGTON ST,RALEIGH,NC,19197791522.0
1404,Burger King #10439,1566 Benson RD,GARNER,NC,19196617120.0
1405,Applebee's,501 E Six Forks Rd,RALEIGH,NC,19198569030.0
1406,Jersey Mikes Subs,922 Us 64 HWY W,APEX,NC,19194673900.0
1407,Kroger #357 Deli,940 Us 64 Hwy,APEX,NC,19193801422.0
1408,Michelangelos Pizza,928 Us Hwy 64,APEX,NC,19194628880.0
1409,Bee Hive Cafe,3800 HILLSBOROUGH ST,RALEIGH,NC,19198298328.0
1410,Orient Garden Restaurant,1233 NW MAYNARD RD,CARY,NC,111111111111111.0
1411,Embassy Suites Foodservice,4700 CREEDMOOR RD,RALEIGH,NC,19198810000.0
1412,THE BISTRO AND BAR,4700 CREEDMOOR RD,RALEIGH,NC,19196451462.0
1413,Kabuki Japanese Steak House,220 Nottingham Dr,CARY,NC,19193808081.0
1414,Remington Grill,208 CROSSROADS BLVD,CARY,NC,19192331494.0
1415,Jersey Mikes,4121 NEW BERN AVE,RALEIGH,NC,19192310070.0
1416,China Chef,930 US 64 HWY W,APEX,NC,19194688982.0
1417,Windsor Point Restaurant,1221 BROAD ST,FUQUAY VARINA,NC,19195524580.0
1418,N.Y.Pizza,6458 TRYON RD,CARY,NC,19198522242.0
1419,Subway,6418 TRYON RD,CARY,NC,19198547200.0
1420,Arby's Roast Beef,3415 HILLSBOROUGH ST,RALEIGH,NC,19198281850.0
1421,Dalat Oriental Restaurant,2109-110 AVENT FERRY RD,RALEIGH,NC,19198327449.0
1422,Arby's Restaurant,1401 N MAIN ST,FUQUAY VARINA,NC,19195528377.0
1423,Applebee's #329,1165 US 70 HWY W,GARNER,NC,19196619505.0
1424,Mcdonald's,7991 FAYETTEVILLE RD,RALEIGH,NC,111111111111111.0
1425,Philly Steaks &amp; Sub,3110 NEW BERN AVE,RALEIGH,NC,19192316456.0
1426,Burger King #11244,2791 Nc 55 Hwy,CARY,NC,19193870071.0
1427,Chick-fil-A #00678,2720 TIMBER DR,GARNER,NC,19196612448.0
1428,Courtney's,407 E Six Forks Rd,RALEIGH,NC,19198343613.0
1429,BURGER KING #8513,1828 ROCK QUARRY RD,RALEIGH,NC,19198340355.0
1430,Subway,411-A S Main St,ROLESVILLE,NC,19195543511.0
1431,Tasca Brava,607 GLENWOOD AVE,RALEIGH,NC,19198280840.0
1432,BURGER KING #1931,535 Walnut ST,CARY,NC,19194672678.0
1433,Starbucks #8270,7498 CREEDMOOR RD,RALEIGH,NC,19198460633.0
1434,Chick-fil-A,1803 N HARRISON AVE,CARY,NC,19196781444.0
1435,The Spring Cafe,2900-104 SPRING FOREST RD,RALEIGH,NC,19199773679.0
1436,Knights Play Golf Center,2512 Ten Ten Rd,APEX,NC,19193033747.0
1437,Jacks Seafood Restaurant,1516 NEW BERN AVE,RALEIGH,NC,19197551551.0
1438,Crooked Creek Golf Club Grill Room,4621 SHADY GREENS DR,FUQUAY VARINA,NC,19195577529.0
1439,International House Of Pancakes,1450 Us 70 Hwy,GARNER,NC,19196612604.0
1440,KANKI JAPANESE HOUSE OF STEAKS AND SUSHI,4325 Glenwood Ave,RALEIGH,NC,19197829708.0
1441,Harvest Grille and Bistro (at Double Tree),1707 HILLSBOROUGH ST,RALEIGH,NC,19198280811.0
1442,OUTBACK STEAKHOUSE #3459,3105 CAPITAL BLVD,RALEIGH,NC,19197900990.0
